store_key,storename,address,telno,region_name,province_name,city_muni_name,latitude,longitude
 2076,New Era University,"Dela Paz Mcrthur Hiway, San Fernando, Pampanga",,REGION III (Central Luzon),LA UNION,CITY OF SAN FERNANDO (Capital),15.093,120.627
 2077,D University,"GF  Commercial Unit 1, 2427 Leon Guinto st, Malate",,NCR - National Capital Region,"NCR, CITY OF MANILA, FIRST DISTRICT",MALATE,14.5657,120.995
 2080,Palanan,"GF Commercial Unit, 3696 Bautista st., Makati City",,NCR - National Capital Region,"NCR, SECOND DISTRICT",CITY OF MARIKINA,14.559,121.001
 2081,"San Juan, La Union","National Highway,lli Sur San Juan,La Union",,REGION I (Ilocos Region),LA UNION,SAN JUAN,16.6699,120.337
 2082,"Bokawkan, Baguio","Bokawkan Road, Baguio City",,CAR - Cordillera Administrative Region,BENGUET,BAGUIO CITY,16.4247,120.592
 2083,"Pura, Tarlac","Gerona- Pura Road Cor. Agnon St., Pura Tarlac",,REGION III (Central Luzon),TARLAC,PURA,15.6226,120.648
 2088,San Pedro Central,"Poblacion, San Pablo City Laguna",,REGION IV-A (CALABARZON),LAGUNA,SAN PABLO CITY,14.0707,121.324
 2089,La Consolacion,Blk1 Villa Catalina2 Subd Sto. Tomas Binan Laguna,,REGION IV-A (CALABARZON),LAGUNA,BIÑAN,10.3764,123.959
 2090,Bucal Tanza,"Bucal Tanza,Cavite",,REGION IV-A (CALABARZON),CAVITE,TANZA,14.3952,120.861
 2091,Landco Legazpi,"F. Imperial St., Brgy, Tinago Legazpi City",,REGION V (Bicol Region),ALBAY,LEGAZPI CITY (Capital),13.1463,123.751
 2092,Don - Juico Ave,"Unit 1B & 1C 608 , Angeles City Pampanga",,REGION III (Central Luzon),PAMPANGA,ANGELES CITY,15.1663,120.563
 2093,Pampang Angeles,"Pampang Angeles, Pampanga",,REGION III (Central Luzon),PAMPANGA,ANGELES CITY,15.1497,120.584
 2096,Union Square 15th Ave.,"145 GF Union Square Condominium,Cubao Quezon City",,NCR - National Capital Region,"NCR, SECOND DISTRICT",QUEZON CITY,14.6223,121.058
 2097,Lucena Capitol,"Brgy 8, Quezon Ave, Lucena City Quezon",,REGION IV-A (CALABARZON),QUEZON,LUCENA CITY (Capital),13.9293,121.612
 2099,Lubao Municipal Hall,"San Nicholas Ist,Lubao Pampanga",,REGION III (Central Luzon),PAMPANGA,LUBAO,14.9379,120.601
 2100,F. Manalo Pasig,F. Manalo  St. Brgy.Sto. Tomas Pasig City,,NCR - National Capital Region,"NCR, SECOND DISTRICT",CITY OF PASIG,14.5621,121.082
 2101,"Maliwalo, Tarlac","Tarlac Sta. Rosa Rd., Zone 4 Maliwalo, Tarlac City",,REGION III (Central Luzon),TARLAC,CITY OF TARLAC (Capital),15.4831,120.62
 2103,Masantol,"Sta. Lucia Anac,Poblacion Masantol Pampanga",,REGION III (Central Luzon),PAMPANGA,MASANTOL,14.891,120.704
 2107,Southkey Hub,"Filinvest City Alabang, Muntinlupa city",,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF MUNTINLUPA,14.4263,121.041
 2108,Pateros 3,"7B Morcilla St., Brgy. Pobalacion, Pateros , MM",,NCR - National Capital Region,"NCR, SECOND DISTRICT",QUEZON CITY,14.5452,121.066
 2109,Winford Hotel,Brgy. C. Consuelo St. Sta. Cruz Manila,,NCR - National Capital Region,"NCR, CITY OF MANILA, FIRST DISTRICT",SANTA CRUZ,14.6175,120.987
 2110,Grand Canal Mall,"Grand Canal Mall Mckinley Hall, BGC, Taguig City",,NCR - National Capital Region,"NCR, FOURTH DISTRICT",TAGUIG CITY,14.5327,121.052
 2111,"Sabutan, Silang","J.P  Rizal St., Brgy. Silang, Cavite",,REGION IV-A (CALABARZON),CAVITE,SILANG,14.2312,120.976
 2112,Bacacay Poblacion,"Magsaysay St., cor. Mora St., Bacacay, Albay",,REGION V (Bicol Region),ALBAY,BACACAY,13.2927,123.792
 2115,San Antonio 2,"Dr. A SantosSucat Rd, Parañaque City",,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF PARAÑAQUE,14.4655,121.019
 2117,Aglipay 2,"1 Rev Aglipay st. Brgy Pag-asa, Mandaluyong City",,NCR - National Capital Region,"NCR, SECOND DISTRICT",CITY OF MANDALUYONG,14.5896,121.023
 2120,"Basista,Pangasinan","National Highway, Poblacion Basista, Pangasinan",,REGION I (Ilocos Region),PANGASINAN,BASISTA,15.8542,120.403
 2121,"Umingan, Pangasinan","Gomez St. Poblacion, Umingan Pangasinan",,REGION I (Ilocos Region),PANGASINAN,UMINGAN,15.9282,120.842
 2122,Pandayan,"Brgy. Pandayan Meycuayan, Bulacan",,REGION III (Central Luzon),BULACAN,CITY OF MEYCAUAYAN,14.7493,120.965
 2123,"Aguilar, Pangasinan","Poblacion, Aguilar Pangasinan",,REGION I (Ilocos Region),PANGASINAN,AGUILAR,15.889,120.239
 2124,Urdaneta City University,"Brgy. San Vicente, Urdaneta City, Pangasinan",,REGION I (Ilocos Region),PANGASINAN,CITY OF URDANETA,15.982,120.56
 2126,Landmass Tanza,"Landmass Park Subd. Brgy Biga, Tanza Cavite",,REGION IV-A (CALABARZON),CAVITE,TANZA,14.367,120.855
 2128,CPI San Mateo,"Gen. Luna St., San Mateo Rizal",,REGION IV-A (CALABARZON),RIZAL,SAN MATEO,14.6795,121.113
 2129,Tektite East Tower,"PSEC  Rd., Ortigas Center Pasig City",,NCR - National Capital Region,"NCR, SECOND DISTRICT",CITY OF PASIG,14.5828,121.062
 2130,Balibago Palengke,"Brgy. Balibago, Sta. Rosa City, Laguna",,REGION IV-A (CALABARZON),LAGUNA,CITY OF SANTA ROSA,14.2963,121.106
 2131,Salamanca,"Salamanca St, Cor Eduque St, Poblacion Makati City",,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF MAKATI,14.565,121.029
 2134,Candelaria Highway,"Brgy. Malabanan Sur, Candelaria Quezon",,REGION IV-A (CALABARZON),QUEZON,CANDELARIA,13.9291,121.433
 2138,Don Antonio 2,"GF Antonio Sports Center Holy Spirit Dive, QC",,NCR - National Capital Region,"NCR, SECOND DISTRICT",QUEZON CITY,14.6782,121.082
 2139,Matabungkay Lian,"Brgy. Matabungkay, Lian Batangas",,REGION IV-A (CALABARZON),BATANGAS,LIAN,13.9518,120.62
 2141,Pilar Hidalgo,"Cor. Pilar Hidalgo Lim Sts,Malate Manila",,NCR - National Capital Region,"NCR, CITY OF MANILA, FIRST DISTRICT",MALATE,14.5757,120.988
 2142,LRT Buendia,"2042 Taft Ave., Pasay City",,NCR - National Capital Region,"NCR, FOURTH DISTRICT",PASAY CITY,14.5545,120.997
 2143,Jupiter 2,"GF, 120 Jupiter, Makati City",,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF MAKATI,14.5629,121.026
 2144,West Rembo 2,A. Mabini St. cor. Brgy West Rembo Makati City,,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF MAKATI,14.5629,121.026
 2145,Tandang Sora,"Brgy,. Pasong Tamo, Tandang Sora, Quezon City",,NCR - National Capital Region,"NCR, SECOND DISTRICT",QUEZON CITY,14.6756,121.046
 2147,Marick,"Sto Domingo, Cainta, Rizal",,REGION IV-A (CALABARZON),RIZAL,CAINTA,14.5832,121.115
 2149,Bangkal 2,"1321 Apolinario St, Brgy Bangkal Makati City",,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF MAKATI,14.5438,121.013
 2151,San Rafael WaWa,P. Rodriquez St. San Rafael Rodriquez Rizal,,REGION IV-A (CALABARZON),RIZAL,RODRIGUEZ (MONTALBAN),14.7343,121.159
 2154,"Fernando Ave., Marikina City","26 Almond St., cor. Gil Fernando St. Marikina City",,NCR - National Capital Region,"NCR, SECOND DISTRICT",CITY OF MARIKINA,14.6252,121.102
 2155,"Kanto Bangad, N.E","178 Kanto Bangad, Cabanatuan City, Nueva Ecija",,REGION III (Central Luzon),NUEVA ECIJA,CABANATUAN CITY,15.501,121.023
 2156,"Shell Gapan, N. E","Maharlika Highway, Brgy.Sto. Niño Gapan City",,REGION III (Central Luzon),NUEVA ECIJA,CITY OF GAPAN,15.305,120.946
 2157,Legian 2,"Brgy. Carsadang Bago 2 NIA Rd., Imus City, Cavite",,REGION IV-A (CALABARZON),CAVITE,IMUS,14.4207,120.924
 2159,Cordillera-Mandaluyong,"588 Residences, Brgy. Malamig, Mandaluyong City",,NCR - National Capital Region,"NCR, SECOND DISTRICT",CITY OF MANDALUYONG,14.5753,121.048
 2160,Clark Square Mall,"Civil Aviation Complex,Clark FreeportZone,Pampanga",,,,,15.1852,120.544
 2163,Mapulang Lupa,"Rosario St. Brgy. Mapulang Lupa, Valenzuela",,NCR - National Capital Region,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,14.705,121.007
 2165,The Groove Rockwell,"2F The Groove By Rockwell, Pasig City",,NCR - National Capital Region,"NCR, SECOND DISTRICT",CITY OF PASIG,14.5875,121.081
 2166,OAS Poblacion,"Iraya Norte, Oas, Albay",,REGION V (Bicol Region),ALBAY,OAS,13.2569,123.501
 2167,"San Antonio, Sto. Tomas",Brgy. San Antonio Sto. Tomas  Batangas,,REGION IV-A (CALABARZON),BATANGAS,SANTO TOMAS,14.1114,121.145
 2168,Total Montalban,"M.H Del Pilar St, Sab Rafael Rodriguez Rizal",,REGION IV-A (CALABARZON),RIZAL,RODRIGUEZ (MONTALBAN),14.7351,121.152
 2169,Urbiztondo,"Poblacion Urbiztondo, Pangasinan",,REGION I (Ilocos Region),PANGASINAN,URBIZTONDO,15.8232,120.331
 2174,"Lupao, N.E",cor. Lupao Pobalacion East Nueva Ecija,,REGION III (Central Luzon),NUEVA ECIJA,LUPAO,15.8782,120.899
 2175,San Isidro  Montalban,"Eastcom Central Ph1, San Isidro Rodriquez Rizal",,REGION IV-A (CALABARZON),RIZAL,RODRIGUEZ (MONTALBAN),14.7529,121.158
 2176,Rodriquez Boundery,"JP Rizal St, Brgy. Burgos, Rodriquez Rizal",,REGION IV-A (CALABARZON),RIZAL,RODRIGUEZ (MONTALBAN),14.7134,121.135
 2177,Sorsogon Capitol,"Rizal St., Cor. Burgos St., Sorsogon City",,REGION V (Bicol Region),SORSOGON,CITY OF SORSOGON (Capital),12.9701,124.003
 2180,Hotel 101,"Edsa  Extension, Pasay City",,NCR - National Capital Region,"NCR, FOURTH DISTRICT",PASAY CITY,14.5357,120.988
 2183,Sto. Cristo Recto,"C.M Recto Ave.,Cor. Binondo Manila",,NCR - National Capital Region,"NCR, CITY OF MANILA, FIRST DISTRICT",BINONDO,14.6034,120.968
 2184,Lawang Bato,"Brgy. Lawang Bato ,Valenzuela City",,NCR - National Capital Region,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,14.7301,120.993
 2185,Calamansian Caloocan,Blk 18 Lot 10 Calamansi St. Caloocan City,,NCR - National Capital Region,"NCR, THIRD DISTRICT",CALOOCAN CITY,14.7479,121.062
 2186,Clark International Airport,"Clark Freeport Zone, Pampanga",,REGION III (Central Luzon),PAMPANGA,ANGELES CITY,15.1873,120.544
 2191,Mauban Qc,"A. Bonifacio cor. Mauban St., Quezon City",,NCR - National Capital Region,"NCR, SECOND DISTRICT",QUEZON CITY,14.6402,120.992
 2192,Ortigas Park,F. Ortigas Jr. Road Ortiagas Center Pasig City,,NCR - National Capital Region,"NCR, FOURTH DISTRICT",PASAY CITY,14.5867,121.061
 2198,Makati Poblacion,"cor.R.Palma St. ,Brgy Pobalcion, Makati City",,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF MAKATI,14.5665,121.034
 2199,Llano Elementary School,"717 Llano Rd. Novaliches Llano, Caloocan",,NCR - National Capital Region,"NCR, THIRD DISTRICT",CALOOCAN CITY,14.7326,121.013
 2200,Navotas City,M.Naval St. Navotas City,,NCR - National Capital Region,"NCR, THIRD DISTRICT",CITY OF NAVOTAS,14.6574,120.948
 2201,Kasarinlan,"Taksay St. Dagat-Dagatan, Caloocan City",,,"NCR, THIRD DISTRICT",CALOOCAN CITY,14.6445,120.97
 2202,"Betis Guagua, Pampanga","San nicholas 2nd, Betis, Guagua, Pampanga",,REGION III (Central Luzon),PAMPANGA,GUAGUA,14.9763,120.643
 2203,"Arayat, Pampanga","Manga- Cacutud, Arayat, Pampanga",,,PAMPANGA,ARAYAT,15.1465,120.767
 2204,Paradahan Tanza,"Brgy. Paradahan 2, Tanza Cavite",,REGION IV-A (CALABARZON),CAVITE,TANZA,14.3254,120.86
 2205,Tiaong Poblacion,"Brgy Poblacion Tiaong, Quezon",,REGION IV-A (CALABARZON),QUEZON,TIAONG,13.9632,121.321
 2207,"Don Bosco, Mabalacat","Mcarthur Hiway, Mabalacat Pampanga",,REGION III (Central Luzon),PAMPANGA,MABALACAT,15.2096,120.579
 2208,"Balungao, Pangasinan",Poblacion Balungao Pangasinan,,REGION I (Ilocos Region),PANGASINAN,BALUNGAO,15.8976,120.673
 2211,Central Bicutan,"Bonifacio Drive Central Bicutan, Taguig City",,NCR - National Capital Region,"NCR, FOURTH DISTRICT",TAGUIG CITY,14.4893,121.047
 2212,Cupang Antipolo,"Panorama St. Brgy Cupang, Antipolo, Rizal",,,RIZAL,CITY OF ANTIPOLO,14.6387,121.132
 2213,Maria Clara,Maria Clara St. cor. 7th  Ave. Caloocan City,,NCR - National Capital Region,"NCR, THIRD DISTRICT",CALOOCAN CITY,14.6472,120.985
 2214,"Burgos, Pangasinan","Poblacion Burgos, Pangasinan",,REGION I (Ilocos Region),PANGASINAN,BURGOS,16.0581,119.867
 2215,Bambang,"Bambang cor.Felix Huertas, Sta. Cruz Manila",,NCR - National Capital Region,"NCR, CITY OF MANILA, FIRST DISTRICT",SANTA CRUZ,14.611,120.984
 2216,Mabini 3,"1184 A. Mabini St, Malate Manila",,NCR - National Capital Region,"NCR, CITY OF MANILA, FIRST DISTRICT",MALATE,14.5787,120.981
 2217,Padre Faura 2,"1227 A. Mabini St. cor P. Faura St. Ermita, Manila",,NCR - National Capital Region,"NCR, CITY OF MANILA, FIRST DISTRICT",ERMITA,14.5774,120.981
 2218,F. Santos,"305  F. Santos  Ave. Zapote , Las Piñas City",,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF LAS PIÑAS,14.4652,120.972
 2223,The Levels,"C4&C5 pacific Rim Road, Filinvest Muntinlupa City",,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF MUNTINLUPA,14.4197,121.033
 2225,FEU 2,"C.M Recto Ave., Sampaloc Manila",,NCR - National Capital Region,"NCR, CITY OF MANILA, FIRST DISTRICT",SAMPALOC,14.6032,120.985
 2234,Malibay 3,"218 P. Santos St., Malibay, Pasay City",,NCR - National Capital Region,"NCR, FOURTH DISTRICT",PASAY CITY,14.5321,121.009
 2235,IIugin Pasig,"San Sebastian St.Pinagbuhatan,Pasig City",,NCR - National Capital Region,"NCR, FOURTH DISTRICT",PASAY CITY,14.5523,121.098
 2241,Baliuag - Crossing,"Bagong Nayon Baliuag, Bulacan",,REGION III (Central Luzon),BULACAN,BALIUAG,14.9631,120.897
 2242,Bayanan,National Rd.Brgy. Bayanan Alabang Muntinlupa City,,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF MUNTINLUPA,14.4111,121.046
 2245,Sorrento,Unit 101A Raymundo Ave. Brgy. Rosario Pasig City,,NCR - National Capital Region,"NCR, SECOND DISTRICT",CITY OF PASIG,14.587,121.089
 2247,San Lorenzo Place,"GF-A19B San Lorenzo Place, Chino Roces Makati City",,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF MAKATI,14.5423,121.018
 2251,Buho Silang,"National Road, Brgy. Buho, Silang, Cavite",,REGION IV-A (CALABARZON),CAVITE,SILANG,14.1358,120.956
 2253,San Fernando 5,"Brgy Del Pilar, San Fernando, Pampanga",,REGION III (Central Luzon),PAMPANGA,CITY OF SAN FERNANDO (Capital),15.0327,120.696
 2254,Tambo 2,Anflocor Bdg. 411 Quirino Ave. cor Paranaque City,,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF PARAÑAQUE,14.5174,120.997
 2255,Gagalangin 2,2503 Del Fiero St. Cor. Juan Luna Tondo Manila,,NCR - National Capital Region,"NCR, CITY OF MANILA, FIRST DISTRICT",TONDO I / II,14.6267,120.973
 2256,Ususan 2,"153 Gen. Luna St. cor. Brgy Ususan, Taguig City",,NCR - National Capital Region,"NCR, FOURTH DISTRICT",TAGUIG CITY,14.5319,121.069
 2259,"Legarda Road, Baguio City","No.10 Legarda  Road , Baguio City",,CAR - Cordillera Administrative Region,BENGUET,BAGUIO CITY,16.4104,120.591
 2260,Twin Lakes Tagaytay,"F1&B3 and  LG Bldg , Nasugbu Batangas",,REGION IV-A (CALABARZON),BATANGAS,NASUGBU,14.0689,120.857
 2261,Agoncillo Manila,999 Gf Stanisco Tower Agoncillo St. Ermita Manila,,NCR - National Capital Region,"NCR, CITY OF MANILA, FIRST DISTRICT",ERMITA,14.5769,120.99
 2262,St. Francis Assisi,"108 National Highway, Brgy Pulo Cabuyao, Laguna",,REGION IV-A (CALABARZON),LAGUNA,CABUYAO,14.2421,121.131
 2263,One Central,"One Central, Makati, Buendia, Makati City",,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF MAKATI,14.5613,121.017
 2265,"Pandi, Bulacan","Brgy. Bigaa Poblacion, Pandi Bulcan",,REGION III (Central Luzon),BULACAN,PANDI,14.8648,120.958
 2266,Bulihan 2,Brgy. Anahaw-1 Silang Cavite,,REGION IV-A (CALABARZON),CAVITE,SILANG,14.2732,120.995
 2267,Salinas 2,"Brgy. Wawa 1, Rosario Cavite",,REGION IV-A (CALABARZON),CAVITE,ROSARIO,14.4131,120.848
 2268,North Olympus,"North Olympus Subd. Novaliches, Quezon City",,NCR - National Capital Region,"NCR, SECOND DISTRICT",QUEZON CITY,14.7396,121.047
 2272,Vergo Ville,Aurora Prince Vergon Ville Subd. Las Piñas City,,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF LAS PIÑAS,14.4607,120.98
 2273,Amberland Plaza,Julia Vargas Ave. Ortigas Center Pasig City,,NCR - National Capital Region,"NCR, SECOND DISTRICT",CITY OF PASIG,14.5839,121.062
 2275,Sorsogon College,"Brgy. Almendras- Cogon, Sorsogon City",,REGION V (Bicol Region),SORSOGON,CITY OF SORSOGON (Capital),12.9757,124.009
 2276,Regalado Highway,"Brgy Greater Lagro , Novaliches Quezon City",,NCR - National Capital Region,"NCR, SECOND DISTRICT",QUEZON CITY,14.7349,121.061
 2277,Sta. Rita,"Brgy San Vicente, Sta. Rita Pampanga",,REGION III (Central Luzon),PAMPANGA,SANTA RITA,14.9975,120.615
 2280,Maypajo 2,217 A.Mabini St.Brgy Kaunlaran Caloocan City,,NCR - National Capital Region,"NCR, THIRD DISTRICT",CALOOCAN CITY,14.6431,120.975
 2282,Lobo Batangas,"P. Burgos St., Lobo Poblacion, Batangas City",,REGION IV-A (CALABARZON),BATANGAS,BATANGAS CITY (Capital),13.648,121.21
 2283,Langkiwa,"Southville  5A, Brgy. Langkiwa Biñan City, Laguna",,REGION IV-A (CALABARZON),LAGUNA,BIÑAN,14.2966,121.056
 2288,Morong Bataan,"Brgy. Binaritan, Morong, Bataan",,REGION III (Central Luzon),BATAAN,MORONG,14.6801,120.269
 2289,EPZA Terminal,"Tejero Convention. Rosario, Cavite",,REGION IV-A (CALABARZON),CAVITE,ROSARIO,14.4082,120.859
 2291,Rosario Crossing,"Brgy Carandang Rosario, Batangas City",,REGION IV-A (CALABARZON),BATANGAS,BATANGAS CITY (Capital),13.845,121.202
 2292,Edison Avenue,Km14 Edison Ave. Brgy Sun Valley Parañaque  City,,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF PARAÑAQUE,14.4973,121.033
 2295,Tierra Nova Caloocan,"Tierra Nova Main Bagumbong, Caloocan City",,NCR - National Capital Region,"NCR, THIRD DISTRICT",CALOOCAN CITY,14.7513,121.011
 2296,LRT Cubao,"Aurora Blvd, Araneta Center Cubao, Quezon City",,NCR - National Capital Region,"NCR, SECOND DISTRICT",QUEZON CITY,14.6229,121.053
 2297,500 Shaw 2,"Laurel St., cor. Shaw Blvd Mandaluyong City",,NCR - National Capital Region,"NCR, SECOND DISTRICT",CITY OF MANDALUYONG,14.5881,121.044
 2298,Medicion Imus 2,"Medicion St., Brgy. Medcion  II C, Imus Cavite",,REGION IV-A (CALABARZON),CAVITE,IMUS,14.4437,120.924
 2299,Pinagbuklod Imus,"Brgy Pinagbuklod Imus, Luna St, Imus Cavite",,REGION IV-A (CALABARZON),CAVITE,IMUS,14.3945,120.965
 2300,Carmona Municipal,"J.M Loyola St., Carmona Cavite",,REGION IV-A (CALABARZON),CAVITE,CARMONA,14.3135,121.057
 2301,Cyber Park Tower 1,Gen. Aguinaldo St. Cubao Quezon City,,NCR - National Capital Region,"NCR, SECOND DISTRICT",QUEZON CITY,14.6193,121.055
 2303,Traders Batangas,P. Burgos St. Cor. Evangelista St. Batangas City,,REGION IV-A (CALABARZON),BATANGAS,BATANGAS CITY (Capital),13.7576,121.058
 2304,La Consolacion Valenzuela,St. Jude St.cor Samal St. Malinta Valenzuela City,,NCR - National Capital Region,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,14.6876,120.965
 2305,Maysan,"Maysan Rd. Maysan, Valenzuela City",,NCR - National Capital Region,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,14.6993,120.979
 2306,Alapan Imus,"Alapan St, Brgy. Alapan I B, Imus City, Cavite",,REGION IV-A (CALABARZON),CAVITE,IMUS,14.4152,120.918
 2308,Jordan Heights,"Jordan Heights, Subd. Novaliches Quezon City",,NCR - National Capital Region,"NCR, SECOND DISTRICT",QUEZON CITY,14.7257,121.025
 2309,Victor Hotel,"J. Victor St., Brgy Pio Del Pilar Makati City",,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF MAKATI,14.5532,121.013
 2315,Lourdes Suite,"8429 Kalayaan ave. Makati Poblacion, Malay Aklan",,REGION VI (Western Visayas),AKLAN,MALAY,14.5645,121.029
 2320,De Castro Pasig,"#3 Sampaguita St, Brgy Sta. Lucia Pasig City",,NCR - National Capital Region,"NCR, SECOND DISTRICT",CITY OF PASIG,14.5878,121.097
 2321,Sacred Heart Pasig,"#4 M.Suarez Ave. Brgy.Caniogan Maybunga,Pasig City",,NCR - National Capital Region,"NCR, FOURTH DISTRICT",PASAY CITY,14.5722,121.088
 2323,Southwoods Mall,"Southwoods Mall, Southwoods City, Biñan Laguna",,,LAGUNA,BIÑAN,14.3178,121.041
 2325,Magsaysay San Pedro,"Magsaysay Ave. . Brgy. Magsaysay San Pedro, Laguna",,REGION IV-A (CALABARZON),LAGUNA,SAN PEDRO,14.336,121.032
 2327,Bignay Valenzuela,Bignay Llana Rd. Brgy Bignay Valenzuela City,,NCR - National Capital Region,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,14.7455,121.002
 2328,"Concepcion 2, Marikina","592 J.P Rizal  St, Concepcion Uno, Marikina City",,NCR - National Capital Region,"NCR, SECOND DISTRICT",CITY OF MARIKINA,14.6499,121.102
 2333,Norzagaray,Poblacion Norzagaray,,REGION III (Central Luzon),BULACAN,NORZAGARAY,14.9068,121.042
 2336,The Charter House,"114 Legazpi St, Legazpi Village Makati City",,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF MAKATI,14.5538,121.021
 2337,Castillejos 2,"Brgy. Poblacion, Castillejos, Zambales",,,ZAMBALES,CASTILLEJOS,14.9288,120.206
 2338,Mountain View,"Rina St. Mountain View, Balibago, Angeles,Pampanga",,REGION III (Central Luzon),PAMPANGA,ANGELES CITY,15.1685,120.596
 2339,P. Guevarra 2,"262 Santolan Road, San Juan City",,NCR - National Capital Region,"NCR, SECOND DISTRICT",CITY OF SAN JUAN,14.6045,121.033
 2340,PTT SCTEX,Macangcung  Service Area Subic- Clark Expressway,,REGION III (Central Luzon),ZAMBALES,SUBIC,15.2941,120.611
 2344,Paranaque City Hall,"San Antonio Ave. cor. Sta. Lucia , Parañaque City",,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF PARAÑAQUE,14.5173,120.997
 2345,Panorama Techno Center,"Panorama Techno Center, 1029 Edsa Quezon City",,,"NCR, SECOND DISTRICT",QUEZON CITY,14.657,121.022
 2347,Village Square Mall,"GF A11-a One Town Square, Alabang Zapote Rd.",,,,,14.4285,121.02
 2348,Greenwoods 2,"Executive Village, Pinagbuhatan Pasig City",,NCR - National Capital Region,"NCR, FOURTH DISTRICT",PASAY CITY,14.5625,121.099
 2349,P.Campa 2,"Padre Campa St. Sampaloc, Manila",,,"NCR, CITY OF MANILA, FIRST DISTRICT",SAMPALOC,14.6062,120.988
 2350,McHotel,35 Susano Rd. Novaliches Quezon City,,NCR - National Capital Region,"NCR, SECOND DISTRICT",QUEZON CITY,14.7242,121.037
 2351,San Miguel Heights,"Rd 5,San Miguel Heights,Marulas,Valenzuela City",,NCR - National Capital Region,"NCR, THIRD DISTRICT",CITY OF VALENZUELA,14.6892,120.978
 2352,Sta. Rosa Heights,"Brgy. Putting Kahoy, Silang Cavite",,REGION IV-A (CALABARZON),CAVITE,SILANG,14.209,121.025
 2353,Bucandala 2,"Brgy 4, Imus City, Cavite",,REGION IV-A (CALABARZON),CAVITE,IMUS,14.4035,120.926
 2356,Blumentritt 4,"Cavite St.cor. Lico St, Sta. Cruz, Metro Manila",,NCR - National Capital Region,"NCR, CITY OF MANILA, FIRST DISTRICT",SANTA CRUZ,14.6243,120.983
 2357,Gulod Batangas,"National Road Gulod  Labac, Batangas City",,REGION IV-A (CALABARZON),BATANGAS,BATANGAS CITY (Capital),13.7605,121.074
 2358,Corporate Bldg. Pinatubo,"#3 Pinatubo St. Brgy.San Martin de Porres,Cubao QC",,NCR - National Capital Region,"NCR, SECOND DISTRICT",QUEZON CITY,14.621,121.05
 2360,Mambog 2,Daang Palico Brgy. Mambog Bacoor City,,REGION IV-A (CALABARZON),CAVITE,BACOOR,14.4205,120.95
 2363,Estrella Cainta,"Brgy. San Juan, Cainta Rizal",,REGION IV-A (CALABARZON),RIZAL,CAINTA,14.5739,121.125
 2364,Masaito Imus,"Windsor Subd. Brgy. Buhay na Tubig, Imus",,REGION IV-A (CALABARZON),CAVITE,IMUS,14.4013,120.959
 2367,Burgos 2,2289 Burgos St. Pasay City,,NCR - National Capital Region,"NCR, FOURTH DISTRICT",PASAY CITY,14.5497,121
 2377,Palmera SJDM,"Poblacion 1, San Jose Del Monte, Bulacan",,NCR - National Capital Region,"NCR, FOURTH DISTRICT",CITY OF PARAÑAQUE,14.815,121.072
 2378,"Sto. Tomas, La Union","Damortis, Sto. Tomas, La Union",,REGION I (Ilocos Region),PANGASINAN,SANTO TOMAS,16.241,120.406
 2379,"Nangka, Marikina","1 Buenmar Ave. cor JP Rizal, Nangka Marikina",,NCR - National Capital Region,"NCR, SECOND DISTRICT",CITY OF MARIKINA,14.6698,121.108
 2380,Camp Escudero,Brgy Sulucan Magsaysay St. Sorsogon City,,REGION V (Bicol Region),SORSOGON,CITY OF SORSOGON (Capital),12.9723,124.007
 2381,Marigman Antipolo,"11 Marigman Rd., Brgy San Roque, Antipolo City",,,RIZAL,CITY OF ANTIPOLO,14.5743,121.171
 2384,CPI Kamuning,"54 kamuning Rd.Judge,Jimenez Kamuning,Quezon City",,NCR - National Capital Region,"NCR, SECOND DISTRICT",QUEZON CITY,14.6284,121.038
 2385,Paragon Place,"17 Commonwealth Ave, Batasan Hills, Quezon City",,NCR - National Capital Region,"NCR, SECOND DISTRICT",QUEZON CITY,14.6781,121.084
